assembly	seeds	size
GCA_016926475.1	45751	2148543
GCA_012838875.1	45750	2028121
GCA_024403285.1	45750	2128207
GCA_944354535.1	45750	1929414
GCA_008080615.1	45749	2025201
GCA_016190305.1	45749	1893136
GCA_017458745.1	45749	2048668
GCA_002696275.1	45747	1788455
GCA_022653675.1	45747	2184674
GCA_900552735.1	45746	1948524
GCA_934248055.1	45746	1870423
GCF_013415245.1	45746	1967238
GCA_903922545.1	45745	1866469
GCA_017464025.1	45744	2114178
GCA_900321215.1	45744	2107521
GCA_905235435.1	45744	1978773
GCA_016280325.1	45743	2138855
GCA_017996055.1	45743	2068780
GCA_024680055.1	45743	2096331
GCA_902595515.1	45743	1865574
GCA_944323535.1	45743	1902130
GCA_018673955.1	45742	2208531
GCA_022652945.1	45742	2093518
GCA_900545055.1	45742	1930338
GCA_904502025.1	45742	2041845
GCA_934572445.1	45742	1943558
GCA_003214815.1	45741	1828325
GCA_017394205.1	45741	1899978
GCA_017997855.1	45741	2143299
GCA_023266435.1	45741	2189720
GCA_018645765.1	45740	2194814
GCA_018714805.1	45740	1866014
GCF_003364255.1	45740	1957184
GCA_016927965.1	45739	2232682
GCA_944368775.1	45739	1779314
GCA_025062375.1	45738	2151350
GCA_900772095.1	45738	1605651
GCF_004803855.2	45738	1877784
GCA_002347985.1	45737	2189899
GCA_023301245.1	45737	2172413
GCA_024637295.1	45737	2166522
GCA_903919545.1	45737	2028605
GCA_013349595.1	45736	1933163
GCA_016180845.1	45736	2126736
GCF_008726925.1	45736	2138252
GCF_013372125.1	45735	1974918
GCA_004375895.1	45734	2195223
GCA_015492305.1	45734	1936229
GCF_023336735.1	45734	2006474
GCA_900543615.1	45733	1949426
GCA_905182575.1	45733	1972826
GCA_002309375.1	45732	1892878
GCA_003561215.1	45731	2223390
GCA_022708105.1	45731	2017355
GCA_024685565.1	45731	2083129
GCA_900758375.1	45731	1939875
GCA_902574225.1	45731	2091865
GCA_002011815.1	45730	2103466
GCA_005800405.1	45730	2160961
GCA_017625935.1	45729	2082620
GCA_024645005.1	45729	2045610
GCF_001636545.1	45729	2113627
GCA_017429885.1	45728	2237590
GCA_021815935.1	45728	1943722
GCA_023396065.1	45728	2079429
GCF_012396555.1	45728	2032154
GCA_002068815.1	45727	1671710
GCA_902783755.1	45727	2115783
GCA_905214315.1	45727	2112164
GCA_003050565.1	45726	1689796
GCA_003645885.1	45726	1916702
GCA_005879065.1	45726	1837070
GCA_023662835.1	45726	2176717
GCA_934281515.1	45725	2053744
GCA_001917175.1	45724	1980082
GCA_902768065.1	45724	1739707
GCA_902782885.1	45724	2061509
GCA_001801515.1	45723	2081169
GCA_018829775.1	45723	2161972
GCA_013202875.1	45722	1934223
GCA_024693025.1	45722	2132471
GCF_000758885.1	45722	1981689
GCF_002272795.1	45722	1908490
GCA_009780445.1	45721	1968420
GCA_017536685.1	45721	1644330
GCA_017553695.1	45721	2097122
GCA_900319005.1	45721	2183908
GCA_900770525.1	45721	1956423
GCF_001434405.1	45721	2091181
GCF_024834075.1	45721	2126960
GCA_017406505.1	45720	1805082
GCA_024636075.1	45720	1891157
GCF_004359525.2	45720	2116155
GCA_004555725.1	45719	2096058
GCA_009777485.1	45719	1984187
GCF_016907845.1	45719	2095799
GCA_013745115.1	45718	1808583
GCA_001751085.1	45717	2219351
GCA_945860065.1	45717	2152682
GCF_000227665.2	45717	2158359
GCA_001595945.1	45716	2091705
GCA_900770205.1	45716	2106923
GCF_000187995.2	45716	1916985
GCF_000758755.1	45716	2091011
GCA_900547805.1	45715	1930887
GCA_902782645.1	45714	2145817
GCA_014378495.1	45713	2120275
GCA_017503075.1	45713	2058187
GCA_022775905.1	45713	1828846
GCF_002960425.1	45713	2096121
GCA_002407675.1	45712	2134818
GCA_017399965.1	45712	2088972
GCA_012838745.1	45711	2197605
GCA_002715785.1	45710	2178933
GCA_007116585.1	45710	1902161
GCA_900540235.1	45710	2020695
GCA_900764105.1	45710	1965862
GCA_902779875.1	45710	2136222
GCF_001592085.1	45709	2209656
GCF_011057685.1	45708	2081719
GCA_002315625.1	45707	2182871
GCA_900313435.1	45707	2127757
GCF_000187505.1	45707	2131530
GCF_918320885.1	45707	1661850
GCA_011389955.1	45706	1861441
GCA_022704925.1	45706	1856751
GCA_905215835.1	45705	1970462
GCA_003136075.1	45703	2157464
GCA_004195325.1	45703	1925284
GCA_001795535.1	45702	2075809
GCA_913009685.1	45702	2112765
GCA_007132865.1	45701	2116281
GCA_009783245.1	45701	1990864
GCA_012519765.1	45700	2141289
GCA_021734865.1	45700	2011050
GCA_900557385.1	45700	2147458
GCA_902768805.1	45700	1927290
GCA_903826635.1	45700	2122365
GCA_002373715.1	45699	2070668
GCA_003211205.1	45698	2004490
GCA_022703115.1	45698	1973119
GCA_902777855.1	45698	1944225
GCA_002423155.1	45697	2098247
GCA_012837925.1	45697	2238004
GCA_015064065.1	45695	2073055
GCA_021847735.1	45695	2184675
GCA_003567495.1	45694	2159344
GCA_016296205.1	45694	1975293
GCA_902796315.1	45694	1953961
GCF_000146285.1	45694	2152970
GCF_001068775.1	45694	2043463
GCF_943192945.1	45694	1970454
GCA_003612515.1	45693	2166271
GCA_021202555.1	45693	1970604
GCA_900317095.1	45693	2065171
GCA_900317215.1	45693	2154451
GCA_018433245.1	45692	1938615
GCA_002361935.1	45691	2015878
GCA_012521185.1	45691	2110732
GCA_014728075.1	45691	2103215
GCF_002761295.1	45691	2084975
GCA_018715685.1	45690	2000271
GCA_020026275.1	45690	2118012
GCA_020054945.1	45690	2158085
GCA_018715985.1	45687	1738458
GCA_020850835.1	45686	2148619
GCA_021800445.1	45686	2053987
GCA_900551515.1	45686	2038055
GCA_021206415.1	45684	2090284
GCA_003509545.1	45683	2073178
GCA_013151345.1	45683	2177056
GCF_002238335.1	45683	1738633
GCA_002171765.1	45682	2128794
GCA_012964825.1	45682	2209938
GCA_016757515.1	45682	1753089
GCA_001829875.1	45681	2058599
GCA_017398685.1	45681	2098227
GCA_018064695.1	45681	2136067
GCA_019634125.1	45680	2204355
GCA_020350365.1	45680	1824175
GCA_021779735.1	45680	1709249
GCA_910589545.1	45680	1847064
GCA_001512545.1	45678	2204711
GCA_002101235.1	45678	2130426
GCA_002405755.1	45678	1827053
GCA_003266145.1	45677	1859798
GCA_012837385.1	45677	2125523
GCA_017460905.1	45677	2076584
GCA_900546775.1	45677	1906110
GCA_002422455.1	45676	1834214
GCA_018398995.1	45676	2025576
GCA_001767915.1	45675	2133029
GCA_016870215.1	45675	2007417
GCA_021151485.1	45675	2178440
GCA_017417105.1	45674	2116416
GCA_900320605.1	45674	2108755
GCA_014802105.1	45673	2081864
GCA_018674655.1	45673	2128549
GCA_003484585.1	45672	2160170
GCA_011391555.1	45672	1679511
GCA_019116245.1	45672	1861730
GCA_905236585.1	45672	2104176
GCA_003557485.1	45671	2072409
GCA_017524785.1	45671	2037294
GCA_017962235.1	45671	2066427
GCA_900551995.1	45671	1802687
GCA_002373375.1	45670	2141724
GCA_934191625.1	45670	2074305
GCA_945873695.1	45670	1767305
GCA_015066005.1	45668	1974613
GCA_016183065.1	45668	1974857
GCA_016190055.1	45668	2214839
GCA_018375265.1	45668	1970992
GCA_023662705.1	45668	1975123
GCA_900120415.1	45668	2138714
GCA_902783945.1	45668	2133946
GCA_903952885.1	45668	2029762
GCA_945862785.1	45668	1921456
GCA_014800245.1	45667	2146985
GCF_016775005.1	45667	2086923
GCA_000747095.1	45666	2107395
GCA_944326615.1	45666	1955658
GCA_002395605.1	45665	2076471
GCA_902795825.1	45665	2152211
GCF_014838735.1	45665	2115452
GCA_017514525.1	45664	2110873
GCA_900553015.1	45664	1722168
GCA_014802175.1	45663	2146003
GCA_902613595.1	45663	1904557
GCA_910586065.1	45662	2000786
GCA_900549055.1	45661	2072805
GCA_001512435.1	45660	1950328
GCA_002710765.1	45660	1628373
GCA_017399305.1	45660	2133723
GCF_000385565.1	45660	2076931
GCF_016642265.1	45660	2117087
GCA_001801365.1	45659	1983022
GCA_017522185.1	45659	2120492
GCA_902801055.1	45659	2066343
GCA_944386835.1	45658	2199676
GCA_002162695.1	45657	2210308
GCA_020025635.1	45657	1884591
GCA_001560915.1	45656	1937883
GCA_016295225.1	45655	1837306
GCA_944387965.1	45655	1990987
GCA_002338145.1	45654	2047374
GCA_012837835.1	45654	2087901
GCA_020216895.1	45654	1622587
GCA_944326635.1	45654	1835651
GCA_002393095.1	45653	2105038
GCA_024679955.1	45653	1920481
GCA_002686835.1	45652	2161033
GCA_017516315.1	45652	2055664
GCA_902796045.1	45652	2117406
GCA_944362555.1	45652	1795164
GCF_013096535.2	45651	1542568
GCF_013315815.1	45651	1989979
GCA_020059425.1	45649	2197882
GCA_905182485.1	45649	2174626
GCF_002214545.1	45649	2065932
GCA_012728435.1	45648	1976200
GCA_022572865.1	45648	2048744
GCA_017962615.1	45647	2009018
GCA_024699645.1	45647	2130285
GCA_910578465.1	45646	1963546
GCA_944385065.1	45646	1787919
GCA_017513095.1	45644	1985835
GCA_900539735.1	45643	1946794
GCA_017501865.1	45642	2064736
GCA_017621055.1	45641	2030685
GCA_017454915.1	45640	2190167
GCF_001074565.1	45640	2085268
GCF_002959895.1	45640	2021343
GCF_003364265.1	45640	1973922
GCA_002448715.1	45639	2224695
GCA_910587005.1	45639	1936565
GCA_944381295.1	45639	2162920
GCF_017601095.1	45639	2103284
GCA_002308235.1	45638	2155709
GCA_020629195.1	45637	2183598
GCA_012840405.1	45636	2125929
GCA_017548165.1	45636	2174011
GCA_017623935.1	45636	2081189
GCA_018699495.1	45636	2098716
GCA_903970255.1	45635	2092162
GCA_000433095.1	45634	2001957
GCA_021200975.1	45633	1890595
GCA_021826025.1	45633	1740780
GCA_023665425.1	45633	2171975
GCA_017577715.1	45632	2159962
GCF_014884995.1	45632	2091610
GCA_007116135.1	45631	2072451
GCA_022510925.1	45631	2075050
GCA_024510845.1	45631	1872821
GCA_945890595.1	45631	2186492
GCF_002015035.1	45631	2039014
GCA_002470605.1	45630	2114552
GCA_004124385.1	45630	2093021
GCA_902783235.1	45630	2120231
GCA_017615595.1	45629	2112563
GCA_022563485.1	45629	2088216
GCA_024692715.1	45629	2090488
GCA_022561525.1	45628	2221626
GCF_001579645.1	45627	2111724
GCF_002165785.1	45627	1937734
GCA_002423205.1	45626	1939666
GCA_913056145.1	45626	1867007
GCA_002385465.1	45625	2133744
GCA_017408535.1	45625	2136146
GCA_023260355.1	45624	2001078
GCA_004193545.1	45623	1990850
GCA_009927495.1	45623	2075076
GCA_017399355.1	45623	1951978
GCA_017480385.1	45623	2034442
GCA_016235365.1	45622	1987265
GCA_002353555.1	45621	2109585
GCA_944378105.1	45621	2041229
GCA_900547025.1	45619	1935934
GCA_900772835.1	45619	2088214
GCF_000763135.2	45619	1904650
GCA_009691705.1	45617	1985919
GCA_017625775.1	45617	1982209
GCA_900545165.1	45617	1928085
GCF_011421425.1	45617	2023804
GCA_022704305.1	45616	2041880
GCA_024274915.1	45616	2026761
GCA_900552245.1	45616	2116765
GCA_900760385.1	45616	1911562
GCA_013287465.1	45615	2128310
GCA_016303065.1	45615	2031746
GCA_017503465.1	45614	1971909
GCA_905182265.1	45614	2206240
GCA_002167365.1	45613	1923740
GCA_024636645.1	45613	2152794
GCA_001189275.1	45612	1993257
GCA_021205255.1	45612	2212767
GCA_023666885.1	45612	2173849
GCA_000405945.1	45611	2037078
GCA_018399955.1	45611	1874229
GCA_016283945.1	45610	1817210
GCA_021199795.1	45609	2158567
GCA_011065045.1	45608	1763790
GCA_017414645.1	45608	2109798
GCA_020053595.1	45608	2039721
GCA_900549645.1	45608	1929190
GCA_017504165.1	45607	1835082
GCA_018818105.1	45607	2032329
GCA_944377405.1	45606	1913044
GCA_945901845.1	45606	2110304
GCA_020697715.1	45605	2120904
GCA_903827085.1	45605	2058978
GCA_014190435.1	45604	2161103
GCA_018814355.1	45604	2063345
GCA_944325635.1	45604	2009151
GCF_001074825.1	45604	2078715
GCA_002393065.1	45603	1886371
GCA_002394335.1	45603	2164971
GCA_003522145.1	45603	2030331
GCA_012839645.1	45603	2192697
GCA_017623685.1	45603	1909657
GCA_020860205.1	45603	1933021
GCA_012270125.1	45602	2157473
GCA_900016865.1	45602	2188512
GCA_900552015.1	45602	1903890
GCA_934692625.1	45601	1943454
GCF_006864365.1	45600	1789167
GCA_013287095.1	45599	2165082
GCA_017519155.1	45599	2099544
GCA_900548935.1	45599	1957495
GCF_002096755.1	45599	2057130
GCA_013153375.1	45598	1717728
GCA_013388945.1	45598	1993934
GCA_934636465.1	45598	2060177
GCA_017561885.1	45596	2103156
GCA_021159825.1	45596	2152600
GCA_900553065.1	45596	1915584
GCA_944322835.1	45596	1985004
GCA_017468985.1	45595	2171813
GCA_018971405.1	45595	1829189
GCF_002015045.1	45595	2057591
GCF_900176045.1	45594	1929433
GCA_017444735.1	45593	1762720
GCA_016780995.1	45592	1666519
GCA_023301665.1	45592	2151782
GCA_904395785.1	45592	1895832
GCF_900110815.1	45592	2061411
GCA_016938015.1	45591	2013096
GCA_002305545.1	45590	2151692
GCA_002496395.1	45590	2074195
GCA_004028745.1	45590	2094032
GCA_902537215.1	45590	2107730
GCA_944322785.1	45590	1949695
GCA_014132615.1	45589	2101049
GCA_016296185.1	45589	1595659
GCA_023819255.1	45589	2023846
GCA_024276735.1	45588	1611728
GCA_944326525.1	45588	1945140
GCA_016293005.1	45587	1904547
GCA_000434535.1	45586	1909369
GCA_002393975.1	45586	1666178
GCA_002698265.1	45586	2095193
GCA_022768695.1	45586	2085547
GCA_902767035.1	45586	2091578
GCA_002432795.1	45585	2140037
GCA_016218445.1	45585	1920976
GCA_944324285.1	45584	2025409
GCF_001579175.1	45584	2129793
GCA_004298725.1	45583	2110545
GCA_900548265.1	45583	1910001
GCA_903821695.1	45583	2108562
GCA_021204825.1	45581	2039381
GCA_024637195.1	45581	2175166
GCA_905216175.1	45581	1924528
GCA_934630555.1	45581	1930683
GCA_013152485.1	45580	2056751
GCA_015064555.1	45580	2070451
GCA_945890865.1	45580	2006974
GCA_021794355.1	45579	2051158
GCF_014635205.1	45579	2109862
GCA_944384695.1	45578	1973804
GCF_017979365.1	45578	1760984
GCF_024707485.1	45578	2070864
GCA_002938035.1	45577	2217090
GCA_024690465.1	45576	2104342
GCA_022600575.1	45575	2133970
GCF_000151105.2	45575	2064237
GCA_008671285.1	45574	1907426
GCA_009784825.1	45574	2182122
GCA_023250475.1	45574	2173732
GCA_017404585.1	45573	2157759
GCA_018433345.1	45573	2130091
GCA_018608705.1	45573	1985860
GCA_021777635.1	45573	1680691
GCF_023167545.1	45573	1901581
GCA_017555805.1	45572	2002914
GCA_021201235.1	45572	2067407
GCA_900548565.1	45572	1925820
GCA_910585955.1	45572	2051972
GCF_001298465.1	45572	1840041
GCA_002308875.1	45571	2065007
GCA_017613225.1	45571	1874730
GCA_024635665.1	45571	2158973
GCF_000423865.1	45571	1871474
GCF_009717815.1	45571	2107852
GCA_001800185.1	45570	1964063
GCA_944388395.1	45570	1995486
GCA_945866215.1	45570	1901060
GCA_000227525.2	45569	2168870
GCA_002102825.1	45569	1857667
GCA_017656495.1	45569	2048078
GCA_903867885.1	45569	2194827
GCA_022800755.1	45568	2011486
GCA_927798255.1	45568	1765608
GCA_002428385.1	45567	2142204
GCA_016193285.1	45567	1813604
GCA_017536625.1	45567	1904325
GCA_009784525.1	45566	1958923
GCA_022865705.1	45566	2167407
GCA_900315195.1	45566	2110507
GCA_913045395.1	45566	2042958
GCA_927439925.1	45566	1936026
GCA_009692155.1	45565	1928707
GCA_015059845.1	45565	2090890
GCA_017537495.1	45565	2103421
GCA_021804525.1	45565	2148907
GCA_003517915.1	45564	2144672
GCA_022711395.1	45564	2076014
GCA_017394515.1	45562	2139509
GCA_021809755.1	45562	2078460
GCA_910588465.1	45561	1939230
GCA_017478725.1	45560	2156747
GCA_905479835.1	45560	1907634
GCF_000739065.1	45560	1607556
GCA_007131175.1	45559	2155855
GCA_022795075.1	45558	1766036
GCF_002022505.1	45558	1762996
GCF_900475755.1	45558	1834484
GCA_934754415.1	45557	1990233
GCA_011620605.1	45555	2140001
GCA_017694915.1	45554	2065771
GCA_018334755.1	45554	2110826
GCA_024403825.1	45554	1972360
GCA_900756765.1	45554	1919497
GCA_902774195.1	45554	2103760
GCA_012521345.1	45553	2060561
GCA_900552305.1	45553	2055340
GCF_003859945.1	45553	1895340
GCF_000722765.2	45552	1942107
GCF_001579035.1	45552	2122552
GCF_918342435.1	45552	1438854
GCA_944323045.1	45551	1977815
GCF_000711195.1	45551	2108215
GCA_001797255.1	45550	1874891
GCA_001803395.1	45550	2125049
GCF_003048775.2	45550	1834912
GCA_012518535.1	45549	2115729
GCA_017989775.1	45549	2053463
GCA_017995735.1	45549	1910146
GCA_024398785.1	45549	2073052
GCA_024763365.1	45549	2016899
GCA_017999645.1	45548	2059349
GCA_020341795.1	45548	1789298
GCA_023381995.1	45548	2102688
GCA_913062645.1	45548	1986963
GCA_023387755.1	45547	2028703
GCA_944323165.1	45547	1927248
GCF_001602625.1	45547	2178899
GCA_001773855.1	45546	1792761
GCA_017935805.1	45546	2148840
GCA_024400785.1	45546	2135303
GCF_000237825.1	45546	1880838
GCA_900543915.1	45545	1989677
GCA_902787905.1	45545	2015730
GCF_000186465.1	45545	2129953
GCA_017619985.1	45544	1864675
GCA_944387145.1	45544	2018776
GCF_000746255.1	45544	1687244
GCA_017410165.1	45543	1952805
GCA_009781115.1	45541	1975242
GCA_012842765.1	45541	2190309
GCA_900542475.1	45541	2129114
GCA_016926835.1	45540	2049147
GCA_934663885.1	45540	2179616
GCA_018400715.1	45539	2191777
GCA_022709525.1	45539	2043411
GCF_000615805.1	45539	2107444
GCA_016212685.1	45538	2169520
GCF_000423745.1	45538	2103464
GCA_015059965.1	45537	1945796
GCA_900316665.1	45537	2074147
GCA_900752285.1	45537	2036760
GCA_902615325.1	45537	1781199
GCA_903877115.1	45537	2188750
GCF_003614945.1	45537	1959232
GCF_003627155.1	45537	1972481
GCA_002451755.1	45536	2018271
GCA_017454375.1	45536	1800779
GCA_019749915.1	45536	2078415
GCA_902591645.1	45536	2184655
GCF_001074635.1	45536	2084604
GCA_017507105.1	45535	2102107
GCA_904420235.1	45535	2049461
GCA_022792495.1	45534	1865299
GCF_022369435.1	45534	1516908
GCA_019313385.1	45532	2146530
GCF_009731465.1	45530	1943757
GCA_002406055.1	45529	1960098
GCA_905235535.1	45529	1994095
GCA_905236935.1	45529	1473633
GCA_944388715.1	45529	1620862
GCF_016757965.1	45529	2115826
GCA_902772855.1	45528	2063760
GCA_944375845.1	45528	1940040
GCF_000009965.1	45528	2088737
GCA_017936985.1	45527	2131347
GCA_023268875.1	45527	2139092
GCA_023442905.1	45527	2097487
GCA_009693115.1	45526	2016578
GCF_002998295.1	45526	1785891
GCF_004359505.1	45526	2069051
GCA_001773955.1	45524	1954112
GCA_012799835.1	45524	1935416
GCA_004524385.1	45523	1836571
GCA_905381055.1	45522	1729194
GCA_900556975.1	45521	1736572
GCA_017416915.1	45520	1974147
GCA_900767415.1	45520	1925108
GCA_009774735.1	45519	1995015
GCA_018056725.1	45518	2137962
GCA_900321775.1	45518	2137456
GCA_900548795.1	45518	1762327
GCF_000222785.1	45518	1975266
GCF_002252085.1	45518	2042438
GCA_001915575.1	45517	1917409
GCA_910583935.1	45517	2045185
GCA_934271365.1	45516	1987991
GCA_002454165.1	45515	2140518
GCA_002705085.1	45515	1975315
GCA_011772965.1	45515	2168098
GCA_021845325.1	45515	2055732
GCA_905235335.1	45515	2079338
GCF_000585495.1	45515	1976356
GCF_006385785.1	45515	2023003
GCA_024401745.1	45514	1989941
GCA_900757415.1	45514	1959654
GCA_944392985.1	45514	1963992
GCA_013375375.1	45513	2176260
GCA_021414365.1	45513	1875056
GCA_022510615.1	45512	2109920
GCA_900554945.1	45512	1872414
GCA_019237415.1	45511	1763905
GCA_019749855.1	45511	2169311
GCA_900549185.1	45511	1922254
GCF_003688665.1	45511	1604000
GCA_014859555.1	45510	2115224
GCA_020852615.1	45510	2093908
GCA_904420075.1	45510	1900858
GCF_013201645.1	45510	1694495
GCA_002011425.1	45509	1893129
GCA_010030245.1	45509	2108225
GCA_017453085.1	45509	2068878
GCA_902803745.1	45509	2150743
GCA_017857425.1	45508	2198280
GCA_018239715.1	45508	2143069
GCA_023664955.1	45508	2176073
GCA_019119435.1	45507	1924883
GCA_023664085.1	45506	2155774
GCA_900762445.1	45506	2160199
GCA_002938125.1	45505	1866193
GCA_015063955.1	45505	2070159
GCA_020532215.1	45505	1945866
GCA_016293365.1	45504	1996968
GCA_902590705.1	45504	1934962
GCA_903924185.1	45504	2046297
GCA_016287555.1	45503	1827645
GCA_021641225.1	45503	1904960
GCF_014634745.1	45503	2095808
GCF_014931215.1	45503	1609500
GCF_003943505.1	45502	2080561
GCA_020635875.1	45501	1944370
GCA_021107335.1	45501	2177878
GCA_904419495.1	45501	1709414
GCA_905236105.1	45501	1645733
GCA_944392735.1	45501	1834548
GCF_000518165.1	45500	1963970
GCA_006227095.1	45499	2137386
GCA_900553845.1	45499	1791873
GCA_002499905.1	45498	1954868
GCA_021160355.1	45498	2081824
GCA_021810805.1	45498	1869401
GCF_000016345.1	45498	2159490
GCF_000312525.1	45498	2053511
GCF_004006315.1	45498	1791100
GCA_017622295.1	45497	1992378
GCA_903904495.1	45497	2208521
GCF_943193125.1	45497	2132383
GCA_021781965.1	45496	2103052
GCA_900554495.1	45496	1922704
GCA_024405155.1	45495	2027948
GCA_900545035.1	45495	1835602
GCA_018712275.1	45494	2012346
GCA_012511425.1	45493	2068291
GCA_002405875.1	45492	2142007
GCA_007133995.1	45492	2158205
GCA_015233675.1	45492	2119943
GCA_017395365.1	45492	2114109
GCA_017440065.1	45492	1934321
GCA_017935225.1	45492	2050070
GCA_904420155.1	45492	2166795
GCA_905182165.1	45492	2021067
GCA_913050195.1	45492	2029437
GCA_944321955.1	45492	2059645
GCF_003942765.1	45492	2046314
GCA_009937555.1	45491	2050049
GCA_018711755.1	45491	1888598
GCA_934675465.1	45491	1861844
GCF_000736415.1	45491	1754638
GCA_001769975.1	45490	2056811
GCA_002070395.1	45490	1905413
GCA_015487985.1	45490	2068700
GCA_017995755.1	45489	1992039
GCA_905212085.1	45488	1844350
GCA_945828095.1	45488	2136969
GCF_002913945.1	45488	1923750
GCA_001784585.1	45487	1942096
GCA_002707525.1	45487	2112507
GCA_003161815.1	45487	1890673
GCA_012838125.1	45487	2004846
GCA_014763665.1	45487	2169198
GCF_004359615.1	45487	2101371
GCF_902167705.1	45487	2040680
GCA_903824045.1	45486	2085430
GCA_904397895.1	45486	2128184
GCF_012027645.1	45486	1991402
GCA_002340765.1	45485	1851705
GCA_910584255.1	45485	1781303
GCA_943914475.1	45484	1880044
GCA_934130975.1	45483	1691058
GCA_016177355.1	45482	1702842
GCA_902766885.1	45482	2022695
GCA_003232155.1	45481	2044523
GCA_009785525.1	45481	2156616
GCF_001074975.1	45481	2094444
GCA_003558085.1	45480	1855722
GCA_017472565.1	45480	2105277
GCA_900549065.1	45480	1948094
GCA_903892315.1	45480	2159240
GCA_934875375.1	45480	2111253
GCA_943908405.1	45480	1886195
GCA_944324705.1	45480	1640904
GCA_002167215.1	45479	1689873
GCA_017442465.1	45479	2044051
GCA_019420045.1	45479	1986341
GCA_020442475.1	45479	2117597
GCA_903830015.1	45479	1684962
GCA_900549245.1	45478	1918249
GCA_002397345.1	45475	2071347
GCA_003485325.1	45474	2119431
GCA_002299895.1	45473	2053760
GCA_002748155.1	45473	1698819
GCA_900299045.1	45472	2097563
GCA_900314375.1	45472	1921997
GCA_905233145.1	45472	2072424
GCF_900604955.1	45472	1867681
GCA_016735225.1	45471	1922348
GCA_002375985.1	45470	2033475
GCA_003648875.1	45470	2059389
GCA_017436185.1	45470	1939892
GCF_001602095.1	45469	1829936
GCA_000385835.1	45468	2058881
GCA_017473015.1	45468	1973609
GCA_900315285.1	45468	2076395
GCA_934717745.1	45468	1854876
GCA_002306055.1	45467	2157371
GCA_017463365.1	45467	1741851
GCA_019416935.1	45467	1911919
GCF_000967915.1	45467	1877792
GCA_016929605.1	45466	2163526
GCA_902384685.1	45466	2055552
GCF_020784725.1	45466	2013591
GCA_903836515.1	45465	2018395
GCA_017451485.1	45464	2012028
GCA_919902985.1	45464	2133640
GCA_944381095.1	45464	2102612
GCA_002698235.1	45463	1937208
GCA_015068175.1	45463	1914857
GCA_022649055.1	45463	2096885
GCA_902782545.1	45463	2087189
GCA_905480215.1	45463	2168413
GCA_934725085.1	45463	1869961
GCA_944340905.1	45463	1853585
GCA_002469765.1	45462	1996308
GCA_002839185.1	45462	2170904
GCA_015068735.1	45462	2078501
GCA_021810245.1	45462	2032490
GCA_018818595.1	45461	1868933
GCA_944323655.1	45461	1954427
GCA_944381075.1	45461	1996048
GCF_002441655.1	45461	2075869
GCA_002796105.1	45460	1857920
GCA_016212705.1	45460	1983786
GCA_003154335.1	45459	2144576
GCA_003645825.1	45459	2127645
GCA_023256235.1	45458	1862798
GCF_001075875.1	45458	2098566
GCA_019750035.1	45457	2052490
GCA_900543525.1	45457	1983140
GCA_913057255.1	45457	2092945
GCA_902803585.1	45456	2117578
GCA_944388465.1	45456	2104130
GCF_016648925.1	45456	2103580
GCA_002471255.1	45455	2124651
GCA_021775895.1	45455	2004520
GCA_900553925.1	45455	2138468
GCA_903838995.1	45455	1990648
GCA_900546735.1	45454	1982744
GCA_944412445.1	45454	2017168
GCF_003670295.1	45454	1803884
GCF_018881505.1	45454	2180962
GCA_020434645.1	45453	2201732
GCA_023254135.1	45453	1977179
GCA_934692905.1	45453	2062057
GCA_934717855.1	45453	1903301
GCA_013151795.1	45452	2140079
GCA_016303195.1	45452	2101544
GCA_022448605.1	45452	2207751
GCA_024405015.1	45451	2032328
GCA_014801875.1	45450	2138138
GCA_024698685.1	45450	1782089
GCF_003752135.1	45450	1858153
GCA_003131665.1	45449	1917235
GCA_902783785.1	45449	1784183
GCA_903897205.1	45449	2131295
GCA_944346885.1	45449	1816965
GCA_905480165.1	45448	2065678
GCA_002418765.1	45447	2146242
GCA_003644505.1	45447	2118535
GCA_902520195.1	45447	2135850
GCA_023146045.1	45446	1953314
GCF_001543205.1	45446	2013339
GCA_000435615.1	45444	2118260
GCA_001940995.1	45444	2079672
GCA_002279005.1	45444	2102884
GCA_002726375.1	45444	2115416
GCA_003552125.1	45444	2090445
GCA_004295055.1	45443	1948443
GCA_900539765.1	45443	2049752
GCA_902766845.1	45443	1784285
GCA_944389225.1	45443	1718662
GCA_002448495.1	45442	2098791
GCA_002787095.1	45442	1725627
GCA_017619675.1	45442	2037655
GCA_024650045.1	45442	1893757
GCA_017452505.1	45441	1990777
GCA_017517685.1	45441	1629940
GCA_002353585.1	45440	2112124
GCA_009925955.1	45440	1846991
GCA_017546635.1	45440	2075863
GCA_934486825.1	45440	2065904
GCF_002096925.1	45440	2038108
GCA_900322085.1	45439	2146192
GCA_944326425.1	45439	2009762
GCF_001814775.1	45438	2052401
GCF_006384255.1	45438	2061978
GCA_021463515.1	45437	2113811
GCA_902773325.1	45437	2101385
GCA_002311315.1	45436	2133709
GCA_905236205.1	45436	1859678
GCA_910587175.1	45436	1941913
GCA_000223255.2	45434	1945605
GCA_002350065.1	45434	2083772
GCA_900555465.1	45434	1879723
GCA_944392705.1	45434	2120262
GCF_000222025.1	45434	1884911
GCA_011524855.1	45433	1943893
GCA_020434605.1	45433	2118386
GCA_022711155.1	45433	1743953
GCA_902768995.1	45433	1721045
GCA_009780275.1	45432	2093019
GCA_016292335.1	45432	2016049
GCA_017544705.1	45432	2085940
GCA_020854815.1	45432	1945541
