assembly	ident	qlen	queries	tool	hits	recall	genome_size
GCF_000013425.1	85	Query length: 250 bp	181480	Blastn(ws=15)	179170	98.7271	2821361
GCF_000195955.2	85	Query length: 250 bp	283750	Blastn(ws=15)	280006	98.6805	4411532
GCF_000240185.1	85	Query length: 250 bp	366566	Blastn(ws=15)	362201	98.8092	5682322
GCF_001457635.1	85	Query length: 250 bp	135781	Blastn(ws=15)	134158	98.8047	2110968
GCF_008632635.1	85	Query length: 250 bp	256180	Blastn(ws=15)	252934	98.7329	3980230
GCF_018885085.1	85	Query length: 250 bp	263997	Blastn(ws=15)	259384	98.2526	4095894
GCF_022869705.1	85	Query length: 250 bp	184953	Blastn(ws=15)	182634	98.7462	2866948
GCF_000005845.2	85	Query length: 250 bp	298854	COBS	43730	14.63	4641652
GCF_000006765.1	85	Query length: 250 bp	402724	COBS	66303	16.46	6264404
GCF_000006945.2	85	Query length: 250 bp	319165	COBS	50413	15.80	4951383
GCF_000013425.1	85	Query length: 250 bp	181480	COBS	27906	15.38	2821361
GCF_000195955.2	85	Query length: 250 bp	283750	COBS	44002	15.51	4411532
GCF_000240185.1	85	Query length: 250 bp	366566	COBS	54298	14.81	5682322
GCF_001457635.1	85	Query length: 250 bp	135781	COBS	16496	12.15	2110968
GCF_008632635.1	85	Query length: 250 bp	256180	COBS	39981	15.61	3980230
GCF_018885085.1	85	Query length: 250 bp	263997	COBS	38946	14.75	4095894
GCF_022869705.1	85	Query length: 250 bp	184953	COBS	29105	15.74	2866948
GCF_000005845.2	85	Query length: 250 bp	298854	LexicMap	110516	36.9799	4641652
GCF_000006765.1	85	Query length: 250 bp	402724	LexicMap	146374	36.3460	6264404
GCF_000006945.2	85	Query length: 250 bp	319165	LexicMap	117659	36.8646	4951383
GCF_000013425.1	85	Query length: 250 bp	181480	LexicMap	68696	37.8532	2821361
GCF_000195955.2	85	Query length: 250 bp	283750	LexicMap	104952	36.9875	4411532
GCF_000240185.1	85	Query length: 250 bp	366566	LexicMap	134435	36.6742	5682322
GCF_001457635.1	85	Query length: 250 bp	135781	LexicMap	52346	38.5518	2110968
GCF_008632635.1	85	Query length: 250 bp	256180	LexicMap	96225	37.5615	3980230
GCF_018885085.1	85	Query length: 250 bp	263997	LexicMap	100207	37.9576	4095894
GCF_022869705.1	85	Query length: 250 bp	184953	LexicMap	70163	37.9356	2866948
GCF_000005845.2	85	Query length: 250 bp	298854	MMseqs2	227366	76.0793	4641652
GCF_000006765.1	85	Query length: 250 bp	402724	MMseqs2	301724	74.9208	6264404
GCF_000006945.2	85	Query length: 250 bp	319165	MMseqs2	242754	76.0591	4951383
GCF_000013425.1	85	Query length: 250 bp	181480	MMseqs2	139015	76.6007	2821361
GCF_000195955.2	85	Query length: 250 bp	283750	MMseqs2	210014	74.0137	4411532
GCF_000240185.1	85	Query length: 250 bp	366566	MMseqs2	277456	75.6906	5682322
GCF_001457635.1	85	Query length: 250 bp	135781	MMseqs2	103910	76.5276	2110968
GCF_008632635.1	85	Query length: 250 bp	256180	MMseqs2	196698	76.7812	3980230
GCF_018885085.1	85	Query length: 250 bp	263997	MMseqs2	201695	76.4005	4095894
GCF_022869705.1	85	Query length: 250 bp	184953	MMseqs2	143404	77.5354	2866948
GCF_000005845.2	85	Query length: 250 bp	298854	Minimap2	61134	20.4561	4641652
GCF_000006765.1	85	Query length: 250 bp	402724	Minimap2	81743	20.2975	6264404
GCF_000006945.2	85	Query length: 250 bp	319165	Minimap2	65953	20.6642	4951383
GCF_000013425.1	85	Query length: 250 bp	181480	Minimap2	38386	21.1516	2821361
GCF_000195955.2	85	Query length: 250 bp	283750	Minimap2	57190	20.1551	4411532
GCF_000240185.1	85	Query length: 250 bp	366566	Minimap2	74529	20.3317	5682322
GCF_001457635.1	85	Query length: 250 bp	135781	Minimap2	28185	20.7577	2110968
GCF_008632635.1	85	Query length: 250 bp	256180	Minimap2	53599	20.9224	3980230
GCF_018885085.1	85	Query length: 250 bp	263997	Minimap2	56138	21.2646	4095894
GCF_022869705.1	85	Query length: 250 bp	184953	Minimap2	39616	21.4195	2866948
GCF_000005845.2	85	Query length: 250 bp	298854	Ropebwt3	267988	89.6719	4641652
GCF_000006765.1	85	Query length: 250 bp	402724	Ropebwt3	343539	85.3038	6264404
GCF_000006945.2	85	Query length: 250 bp	319165	Ropebwt3	286504	89.7667	4951383
GCF_000013425.1	85	Query length: 250 bp	181480	Ropebwt3	164454	90.6182	2821361
GCF_000195955.2	85	Query length: 250 bp	283750	Ropebwt3	247702	87.2959	4411532
GCF_000240185.1	85	Query length: 250 bp	366566	Ropebwt3	322686	88.0294	5682322
GCF_001457635.1	85	Query length: 250 bp	135781	Ropebwt3	123281	90.7940	2110968
GCF_008632635.1	85	Query length: 250 bp	256180	Ropebwt3	232543	90.7733	3980230
GCF_018885085.1	85	Query length: 250 bp	263997	Ropebwt3	232196	87.9540	4095894
GCF_022869705.1	85	Query length: 250 bp	184953	Ropebwt3	169625	91.7125	2866948
GCF_000005845.2	85	Query length: 500 bp	145792	Blastn	57512	39.4480	4641652
GCF_000006765.1	85	Query length: 500 bp	197300	Blastn	77953	39.5099	6264404
GCF_000006945.2	85	Query length: 500 bp	155736	Blastn	61531	39.5098	4951383
GCF_000013425.1	85	Query length: 500 bp	88734	Blastn	34478	38.8555	2821361
GCF_000195955.2	85	Query length: 500 bp	139274	Blastn	54494	39.1272	4411532
GCF_000240185.1	85	Query length: 500 bp	179054	Blastn	70217	39.2155	5682322
GCF_001457635.1	85	Query length: 500 bp	66439	Blastn	25860	38.9229	2110968
GCF_008632635.1	85	Query length: 500 bp	124787	Blastn	48407	38.7917	3980230
GCF_018885085.1	85	Query length: 500 bp	128966	Blastn	48285	37.4401	4095894
GCF_022869705.1	85	Query length: 500 bp	90261	Blastn	34549	38.2768	2866948
GCF_000005845.2	85	Query length: 500 bp	145792	Blastn(ws=15)	145754	99.9739	4641652
GCF_000006765.1	85	Query length: 500 bp	197300	Blastn(ws=15)	197257	99.9782	6264404
GCF_000006945.2	85	Query length: 500 bp	155736	Blastn(ws=15)	155697	99.9750	4951383
GCF_000013425.1	85	Query length: 500 bp	88734	Blastn(ws=15)	88708	99.9707	2821361
GCF_000195955.2	85	Query length: 500 bp	139274	Blastn(ws=15)	139217	99.9591	4411532
GCF_000240185.1	85	Query length: 500 bp	179054	Blastn(ws=15)	179009	99.9749	5682322
GCF_001457635.1	85	Query length: 500 bp	66439	Blastn(ws=15)	66408	99.9533	2110968
GCF_008632635.1	85	Query length: 500 bp	124787	Blastn(ws=15)	124739	99.9615	3980230
GCF_018885085.1	85	Query length: 500 bp	128966	Blastn(ws=15)	128869	99.9248	4095894
GCF_022869705.1	85	Query length: 500 bp	90261	Blastn(ws=15)	90224	99.9590	2866948
GCF_000005845.2	85	Query length: 500 bp	145792	COBS	9419	6.46	4641652
GCF_000006765.1	85	Query length: 500 bp	197300	COBS	15814	8.02	6264404
GCF_000006945.2	85	Query length: 500 bp	155736	COBS	11288	7.25	4951383
GCF_000013425.1	85	Query length: 500 bp	88734	COBS	6359	7.17	2821361
GCF_000195955.2	85	Query length: 500 bp	139274	COBS	9927	7.13	4411532
GCF_000240185.1	85	Query length: 500 bp	179054	COBS	11692	6.53	5682322
GCF_001457635.1	85	Query length: 500 bp	66439	COBS	2929	4.41	2110968
GCF_008632635.1	85	Query length: 500 bp	124787	COBS	8882	7.12	3980230
GCF_018885085.1	85	Query length: 500 bp	128966	COBS	8335	6.46	4095894
GCF_022869705.1	85	Query length: 500 bp	90261	COBS	6465	7.16	2866948
GCF_000005845.2	85	Query length: 500 bp	145792	LexicMap	96638	66.2848	4641652
GCF_000006765.1	85	Query length: 500 bp	197300	LexicMap	128730	65.2458	6264404
GCF_000006945.2	85	Query length: 500 bp	155736	LexicMap	103021	66.1511	4951383
GCF_000013425.1	85	Query length: 500 bp	88734	LexicMap	59409	66.9518	2821361
GCF_000195955.2	85	Query length: 500 bp	139274	LexicMap	91469	65.6756	4411532
GCF_000240185.1	85	Query length: 500 bp	179054	LexicMap	118102	65.9589	5682322
GCF_001457635.1	85	Query length: 500 bp	66439	LexicMap	44989	67.7147	2110968
GCF_008632635.1	85	Query length: 500 bp	124787	LexicMap	83115	66.6055	3980230
GCF_018885085.1	85	Query length: 500 bp	128966	LexicMap	85705	66.4555	4095894
GCF_022869705.1	85	Query length: 500 bp	90261	LexicMap	60434	66.9547	2866948
GCF_000005845.2	85	Query length: 500 bp	145792	MMseqs2	139783	95.8784	4641652
GCF_000006765.1	85	Query length: 500 bp	197300	MMseqs2	188201	95.3882	6264404
GCF_000006945.2	85	Query length: 500 bp	155736	MMseqs2	149257	95.8398	4951383
GCF_000013425.1	85	Query length: 500 bp	88734	MMseqs2	84949	95.7344	2821361
GCF_000195955.2	85	Query length: 500 bp	139274	MMseqs2	131646	94.5230	4411532
GCF_000240185.1	85	Query length: 500 bp	179054	MMseqs2	171375	95.7113	5682322
GCF_001457635.1	85	Query length: 500 bp	66439	MMseqs2	63558	95.6637	2110968
GCF_008632635.1	85	Query length: 500 bp	124787	MMseqs2	119656	95.8882	3980230
GCF_018885085.1	85	Query length: 500 bp	128966	MMseqs2	122756	95.1848	4095894
GCF_022869705.1	85	Query length: 500 bp	90261	MMseqs2	86920	96.2985	2866948
GCF_000005845.2	85	Query length: 500 bp	145792	Minimap2	106491	73.0431	4641652
GCF_000006765.1	85	Query length: 500 bp	197300	Minimap2	143624	72.7947	6264404
GCF_000006945.2	85	Query length: 500 bp	155736	Minimap2	113977	73.1860	4951383
GCF_000013425.1	85	Query length: 500 bp	88734	Minimap2	65145	73.4161	2821361
GCF_000195955.2	85	Query length: 500 bp	139274	Minimap2	101006	72.5232	4411532
GCF_000240185.1	85	Query length: 500 bp	179054	Minimap2	130532	72.9009	5682322
GCF_001457635.1	85	Query length: 500 bp	66439	Minimap2	48467	72.9496	2110968
GCF_008632635.1	85	Query length: 500 bp	124787	Minimap2	91491	73.3177	3980230
GCF_018885085.1	85	Query length: 500 bp	128966	Minimap2	94638	73.3821	4095894
GCF_022869705.1	85	Query length: 500 bp	90261	Minimap2	66223	73.3683	2866948
GCF_000005845.2	85	Query length: 500 bp	145792	Ropebwt3	144201	98.9087	4641652
GCF_000006765.1	85	Query length: 500 bp	197300	Ropebwt3	195544	99.1100	6264404
GCF_000006945.2	85	Query length: 500 bp	155736	Ropebwt3	154314	99.0869	4951383
GCF_000013425.1	85	Query length: 500 bp	88734	Ropebwt3	88156	99.3486	2821361
GCF_000195955.2	85	Query length: 500 bp	139274	Ropebwt3	138003	99.0874	4411532
GCF_000240185.1	85	Query length: 500 bp	179054	Ropebwt3	176315	98.4703	5682322
GCF_001457635.1	85	Query length: 500 bp	66439	Ropebwt3	65424	98.4723	2110968
GCF_008632635.1	85	Query length: 500 bp	124787	Ropebwt3	123514	98.9799	3980230
GCF_018885085.1	85	Query length: 500 bp	128966	Ropebwt3	127208	98.6369	4095894
GCF_022869705.1	85	Query length: 500 bp	90261	Ropebwt3	89474	99.1281	2866948
GCF_000005845.2	85	Query length: 1000 bp	46418	Blastn	31180	67.1722	4641652
GCF_000006765.1	85	Query length: 1000 bp	62649	Blastn	42236	67.4169	6264404
GCF_000006945.2	85	Query length: 1000 bp	49512	Blastn	33531	67.7230	4951383
GCF_000013425.1	85	Query length: 1000 bp	28213	Blastn	18864	66.8628	2821361
GCF_000195955.2	85	Query length: 1000 bp	44115	Blastn	29625	67.1540	4411532
GCF_000240185.1	85	Query length: 1000 bp	56826	Blastn	38039	66.9394	5682322
GCF_001457635.1	85	Query length: 1000 bp	21112	Blastn	14186	67.1940	2110968
GCF_008632635.1	85	Query length: 1000 bp	39802	Blastn	26519	66.6273	3980230
GCF_018885085.1	85	Query length: 1000 bp	40962	Blastn	26417	64.4915	4095894
GCF_022869705.1	85	Query length: 1000 bp	28669	Blastn	18840	65.7156	2866948
GCF_000005845.2	85	Query length: 1000 bp	46418	Blastn(ws=15)	46410	99.9828	4641652
GCF_000006765.1	85	Query length: 1000 bp	62649	Blastn(ws=15)	62640	99.9856	6264404
GCF_000006945.2	85	Query length: 1000 bp	49512	Blastn(ws=15)	49504	99.9838	4951383
GCF_000013425.1	85	Query length: 1000 bp	28213	Blastn(ws=15)	28205	99.9716	2821361
GCF_000195955.2	85	Query length: 1000 bp	44115	Blastn(ws=15)	44103	99.9728	4411532
GCF_000240185.1	85	Query length: 1000 bp	56826	Blastn(ws=15)	56812	99.9754	5682322
GCF_001457635.1	85	Query length: 1000 bp	21112	Blastn(ws=15)	21104	99.9621	2110968
GCF_008632635.1	85	Query length: 1000 bp	39802	Blastn(ws=15)	39786	99.9598	3980230
GCF_018885085.1	85	Query length: 1000 bp	40962	Blastn(ws=15)	40950	99.9707	4095894
GCF_022869705.1	85	Query length: 1000 bp	28669	Blastn(ws=15)	28655	99.9512	2866948
GCF_000005845.2	85	Query length: 1000 bp	46418	COBS	819	1.76	4641652
GCF_000006765.1	85	Query length: 1000 bp	62649	COBS	1671	2.67	6264404
GCF_000006945.2	85	Query length: 1000 bp	49512	COBS	1075	2.17	4951383
GCF_000013425.1	85	Query length: 1000 bp	28213	COBS	569	2.02	2821361
GCF_000195955.2	85	Query length: 1000 bp	44115	COBS	962	2.18	4411532
GCF_000240185.1	85	Query length: 1000 bp	56826	COBS	1046	1.84	5682322
GCF_001457635.1	85	Query length: 1000 bp	21112	COBS	220	1.04	2110968
GCF_008632635.1	85	Query length: 1000 bp	39802	COBS	867	2.18	3980230
GCF_018885085.1	85	Query length: 1000 bp	40962	COBS	737	1.80	4095894
GCF_022869705.1	85	Query length: 1000 bp	28669	COBS	616	2.15	2866948
GCF_000005845.2	85	Query length: 1000 bp	46418	LexicMap	42475	91.5055	4641652
GCF_000006765.1	85	Query length: 1000 bp	62649	LexicMap	56745	90.5761	6264404
GCF_000006945.2	85	Query length: 1000 bp	49512	LexicMap	45194	91.2789	4951383
GCF_000013425.1	85	Query length: 1000 bp	28213	LexicMap	25775	91.3586	2821361
GCF_000195955.2	85	Query length: 1000 bp	44115	LexicMap	40140	90.9895	4411532
GCF_000240185.1	85	Query length: 1000 bp	56826	LexicMap	51635	90.8651	5682322
GCF_001457635.1	85	Query length: 1000 bp	21112	LexicMap	19437	92.0661	2110968
GCF_008632635.1	85	Query length: 1000 bp	39802	LexicMap	36291	91.1788	3980230
GCF_018885085.1	85	Query length: 1000 bp	40962	LexicMap	37286	91.0258	4095894
GCF_022869705.1	85	Query length: 1000 bp	28669	LexicMap	26306	91.7576	2866948
GCF_000005845.2	85	Query length: 1000 bp	46418	MMseqs2	46312	99.7716	4641652
GCF_000006765.1	85	Query length: 1000 bp	62649	MMseqs2	62463	99.7031	6264404
GCF_000006945.2	85	Query length: 1000 bp	49512	MMseqs2	49368	99.7092	4951383
GCF_000013425.1	85	Query length: 1000 bp	28213	MMseqs2	28072	99.5002	2821361
GCF_000195955.2	85	Query length: 1000 bp	44115	MMseqs2	43842	99.3812	4411532
GCF_000240185.1	85	Query length: 1000 bp	56826	MMseqs2	56657	99.7026	5682322
GCF_001457635.1	85	Query length: 1000 bp	21112	MMseqs2	21025	99.5879	2110968
GCF_008632635.1	85	Query length: 1000 bp	39802	MMseqs2	39598	99.4875	3980230
GCF_018885085.1	85	Query length: 1000 bp	40962	MMseqs2	40622	99.1700	4095894
GCF_022869705.1	85	Query length: 1000 bp	28669	MMseqs2	28601	99.7628	2866948
GCF_000005845.2	85	Query length: 1000 bp	46418	Minimap2	45948	98.9875	4641652
GCF_000006765.1	85	Query length: 1000 bp	62649	Minimap2	62060	99.0598	6264404
GCF_000006945.2	85	Query length: 1000 bp	49512	Minimap2	49030	99.0265	4951383
GCF_000013425.1	85	Query length: 1000 bp	28213	Minimap2	27939	99.0288	2821361
GCF_000195955.2	85	Query length: 1000 bp	44115	Minimap2	43625	98.8893	4411532
GCF_000240185.1	85	Query length: 1000 bp	56826	Minimap2	56156	98.8210	5682322
GCF_001457635.1	85	Query length: 1000 bp	21112	Minimap2	20913	99.0574	2110968
GCF_008632635.1	85	Query length: 1000 bp	39802	Minimap2	39410	99.0151	3980230
GCF_018885085.1	85	Query length: 1000 bp	40962	Minimap2	40416	98.6671	4095894
GCF_022869705.1	85	Query length: 1000 bp	28669	Minimap2	28416	99.1175	2866948
GCF_000005845.2	85	Query length: 1000 bp	46418	Ropebwt3	46199	99.5282	4641652
GCF_000006765.1	85	Query length: 1000 bp	62649	Ropebwt3	62418	99.6313	6264404
GCF_000006945.2	85	Query length: 1000 bp	49512	Ropebwt3	49197	99.3638	4951383
GCF_000013425.1	85	Query length: 1000 bp	28213	Ropebwt3	28111	99.6385	2821361
GCF_000195955.2	85	Query length: 1000 bp	44115	Ropebwt3	43957	99.6418	4411532
GCF_000240185.1	85	Query length: 1000 bp	56826	Ropebwt3	56326	99.1201	5682322
GCF_001457635.1	85	Query length: 1000 bp	21112	Ropebwt3	20852	98.7685	2110968
GCF_008632635.1	85	Query length: 1000 bp	39802	Ropebwt3	39507	99.2588	3980230
GCF_018885085.1	85	Query length: 1000 bp	40962	Ropebwt3	40533	98.9527	4095894
GCF_022869705.1	85	Query length: 1000 bp	28669	Ropebwt3	28523	99.4907	2866948
GCF_000005845.2	85	Query length: 2000 bp	69629	Blastn	62844	90.2555	4641652
GCF_000006765.1	85	Query length: 2000 bp	93976	Blastn	84734	90.1656	6264404
GCF_000006945.2	85	Query length: 2000 bp	74288	Blastn	66839	89.9728	4951383
GCF_000013425.1	85	Query length: 2000 bp	42326	Blastn	38053	89.9046	2821361
GCF_000195955.2	85	Query length: 2000 bp	66182	Blastn	59574	90.0154	4411532
GCF_000240185.1	85	Query length: 2000 bp	85289	Blastn	76841	90.0949	5682322
GCF_001457635.1	85	Query length: 2000 bp	31672	Blastn	28518	90.0417	2110968
GCF_008632635.1	85	Query length: 2000 bp	59719	Blastn	53627	89.7989	3980230
GCF_018885085.1	85	Query length: 2000 bp	61455	Blastn	54188	88.1751	4095894
GCF_022869705.1	85	Query length: 2000 bp	43012	Blastn	38364	89.1937	2866948
GCF_000005845.2	85	Query length: 2000 bp	69629	Blastn(ws=15)	69615	99.9799	4641652
GCF_000006765.1	85	Query length: 2000 bp	93976	Blastn(ws=15)	93957	99.9798	6264404
GCF_000006945.2	85	Query length: 2000 bp	74288	Blastn(ws=15)	74278	99.9865	4951383
GCF_000013425.1	85	Query length: 2000 bp	42326	Blastn(ws=15)	42319	99.9835	2821361
GCF_000195955.2	85	Query length: 2000 bp	66182	Blastn(ws=15)	66170	99.9819	4411532
GCF_000240185.1	85	Query length: 2000 bp	85289	Blastn(ws=15)	85278	99.9871	5682322
GCF_001457635.1	85	Query length: 2000 bp	31672	Blastn(ws=15)	31668	99.9874	2110968
GCF_008632635.1	85	Query length: 2000 bp	59719	Blastn(ws=15)	59710	99.9849	3980230
GCF_018885085.1	85	Query length: 2000 bp	61455	Blastn(ws=15)	61439	99.9740	4095894
GCF_022869705.1	85	Query length: 2000 bp	43012	Blastn(ws=15)	43000	99.9721	2866948
GCF_000005845.2	85	Query length: 2000 bp	69629	COBS	113	0.16	4641652
GCF_000006765.1	85	Query length: 2000 bp	93976	COBS	315	0.34	6264404
GCF_000006945.2	85	Query length: 2000 bp	74288	COBS	181	0.24	4951383
GCF_000013425.1	85	Query length: 2000 bp	42326	COBS	115	0.27	2821361
GCF_000195955.2	85	Query length: 2000 bp	66182	COBS	165	0.25	4411532
GCF_000240185.1	85	Query length: 2000 bp	85289	COBS	144	0.17	5682322
GCF_001457635.1	85	Query length: 2000 bp	31672	COBS	17	0.05	2110968
GCF_008632635.1	85	Query length: 2000 bp	59719	COBS	157	0.26	3980230
GCF_018885085.1	85	Query length: 2000 bp	61455	COBS	99	0.16	4095894
GCF_022869705.1	85	Query length: 2000 bp	43012	COBS	134	0.31	2866948
GCF_000005845.2	85	Query length: 2000 bp	69629	LexicMap	69103	99.2446	4641652
GCF_000006765.1	85	Query length: 2000 bp	93976	LexicMap	93014	98.9763	6264404
GCF_000006945.2	85	Query length: 2000 bp	74288	LexicMap	73717	99.2314	4951383
GCF_000013425.1	85	Query length: 2000 bp	42326	LexicMap	42006	99.2440	2821361
GCF_000195955.2	85	Query length: 2000 bp	66182	LexicMap	65613	99.1402	4411532
GCF_000240185.1	85	Query length: 2000 bp	85289	LexicMap	84635	99.2332	5682322
GCF_001457635.1	85	Query length: 2000 bp	31672	LexicMap	31452	99.3054	2110968
GCF_008632635.1	85	Query length: 2000 bp	59719	LexicMap	59283	99.2699	3980230
GCF_018885085.1	85	Query length: 2000 bp	61455	LexicMap	60890	99.0806	4095894
GCF_022869705.1	85	Query length: 2000 bp	43012	LexicMap	42691	99.2537	2866948
GCF_000005845.2	85	Query length: 2000 bp	69629	MMseqs2	69572	99.9181	4641652
GCF_000006765.1	85	Query length: 2000 bp	93976	MMseqs2	93842	99.8574	6264404
GCF_000006945.2	85	Query length: 2000 bp	74288	MMseqs2	74134	99.7927	4951383
GCF_000013425.1	85	Query length: 2000 bp	42326	MMseqs2	42191	99.6810	2821361
GCF_000195955.2	85	Query length: 2000 bp	66182	MMseqs2	66031	99.7718	4411532
GCF_000240185.1	85	Query length: 2000 bp	85289	MMseqs2	85147	99.8335	5682322
GCF_001457635.1	85	Query length: 2000 bp	31672	MMseqs2	31597	99.7632	2110968
GCF_008632635.1	85	Query length: 2000 bp	59719	MMseqs2	59537	99.6952	3980230
GCF_018885085.1	85	Query length: 2000 bp	61455	MMseqs2	61008	99.2726	4095894
GCF_022869705.1	85	Query length: 2000 bp	43012	MMseqs2	42982	99.9303	2866948
GCF_000005845.2	85	Query length: 2000 bp	69629	Minimap2	69620	99.9871	4641652
GCF_000006765.1	85	Query length: 2000 bp	93976	Minimap2	93968	99.9915	6264404
GCF_000006945.2	85	Query length: 2000 bp	74288	Minimap2	74276	99.9838	4951383
GCF_000013425.1	85	Query length: 2000 bp	42326	Minimap2	42324	99.9953	2821361
GCF_000195955.2	85	Query length: 2000 bp	66182	Minimap2	66170	99.9819	4411532
GCF_000240185.1	85	Query length: 2000 bp	85289	Minimap2	85236	99.9379	5682322
GCF_001457635.1	85	Query length: 2000 bp	31672	Minimap2	31670	99.9937	2110968
GCF_008632635.1	85	Query length: 2000 bp	59719	Minimap2	59713	99.9900	3980230
GCF_018885085.1	85	Query length: 2000 bp	61455	Minimap2	61312	99.7673	4095894
GCF_022869705.1	85	Query length: 2000 bp	43012	Minimap2	43009	99.9930	2866948
GCF_000005845.2	85	Query length: 2000 bp	69629	Ropebwt3	69544	99.8779	4641652
GCF_000006765.1	85	Query length: 2000 bp	93976	Ropebwt3	93761	99.7712	6264404
GCF_000006945.2	85	Query length: 2000 bp	74288	Ropebwt3	74063	99.6971	4951383
GCF_000013425.1	85	Query length: 2000 bp	42326	Ropebwt3	42258	99.8393	2821361
GCF_000195955.2	85	Query length: 2000 bp	66182	Ropebwt3	66159	99.9652	4411532
GCF_000240185.1	85	Query length: 2000 bp	85289	Ropebwt3	84897	99.5404	5682322
GCF_001457635.1	85	Query length: 2000 bp	31672	Ropebwt3	31427	99.2264	2110968
GCF_008632635.1	85	Query length: 2000 bp	59719	Ropebwt3	59426	99.5094	3980230
GCF_018885085.1	85	Query length: 2000 bp	61455	Ropebwt3	61088	99.4028	4095894
GCF_022869705.1	85	Query length: 2000 bp	43012	Ropebwt3	42936	99.8233	2866948
GCF_000005845.2	84	Query length: 250 bp	297804	Blastn	39632	13.3081	4641652
GCF_000006765.1	84	Query length: 250 bp	402072	Blastn	53321	13.2616	6264404
GCF_000006945.2	84	Query length: 250 bp	318149	Blastn	42782	13.4472	4951383
GCF_000013425.1	84	Query length: 250 bp	181458	Blastn	24215	13.3447	2821361
GCF_000195955.2	84	Query length: 250 bp	282879	Blastn	37486	13.2516	4411532
GCF_000240185.1	84	Query length: 250 bp	364483	Blastn	48851	13.4028	5682322
GCF_001457635.1	84	Query length: 250 bp	135649	Blastn	18218	13.4303	2110968
GCF_008632635.1	84	Query length: 250 bp	255815	Blastn	33929	13.2631	3980230
GCF_018885085.1	84	Query length: 250 bp	262913	Blastn	33394	12.7015	4095894
GCF_022869705.1	84	Query length: 250 bp	184280	Blastn	24144	13.1018	2866948
GCF_000005845.2	84	Query length: 250 bp	297804	Blastn(ws=15)	289404	97.1794	4641652
GCF_000006765.1	84	Query length: 250 bp	402072	Blastn(ws=15)	390515	97.1256	6264404
GCF_000006945.2	84	Query length: 250 bp	318149	Blastn(ws=15)	309025	97.1322	4951383
GCF_000013425.1	84	Query length: 250 bp	181458	Blastn(ws=15)	176231	97.1194	2821361
GCF_000195955.2	84	Query length: 250 bp	282879	Blastn(ws=15)	274431	97.0136	4411532
GCF_000240185.1	84	Query length: 250 bp	364483	Blastn(ws=15)	354005	97.1252	5682322
GCF_001457635.1	84	Query length: 250 bp	135649	Blastn(ws=15)	131784	97.1507	2110968
GCF_008632635.1	84	Query length: 250 bp	255815	Blastn(ws=15)	248323	97.0713	3980230
GCF_018885085.1	84	Query length: 250 bp	262913	Blastn(ws=15)	253647	96.4756	4095894
GCF_022869705.1	84	Query length: 250 bp	184280	Blastn(ws=15)	178745	96.9964	2866948
GCF_000005845.2	84	Query length: 250 bp	297804	COBS	41989	14.10	4641652
GCF_000006765.1	84	Query length: 250 bp	402072	COBS	63959	15.91	6264404
GCF_000006945.2	84	Query length: 250 bp	318149	COBS	48080	15.11	4951383
GCF_000013425.1	84	Query length: 250 bp	181458	COBS	26606	14.66	2821361
GCF_000195955.2	84	Query length: 250 bp	282879	COBS	41962	14.83	4411532
GCF_000240185.1	84	Query length: 250 bp	364483	COBS	51179	14.04	5682322
GCF_001457635.1	84	Query length: 250 bp	135649	COBS	15808	11.65	2110968
GCF_008632635.1	84	Query length: 250 bp	255815	COBS	37989	14.85	3980230
GCF_018885085.1	84	Query length: 250 bp	262913	COBS	36913	14.04	4095894
GCF_022869705.1	84	Query length: 250 bp	184280	COBS	27435	14.89	2866948
GCF_000005845.2	84	Query length: 250 bp	297804	LexicMap	88104	29.5846	4641652
GCF_000006765.1	84	Query length: 250 bp	402072	LexicMap	116834	29.0580	6264404
GCF_000006945.2	84	Query length: 250 bp	318149	LexicMap	94442	29.6848	4951383
GCF_000013425.1	84	Query length: 250 bp	181458	LexicMap	55269	30.4583	2821361
GCF_000195955.2	84	Query length: 250 bp	282879	LexicMap	83434	29.4946	4411532
GCF_000240185.1	84	Query length: 250 bp	364483	LexicMap	107055	29.3717	5682322
GCF_001457635.1	84	Query length: 250 bp	135649	LexicMap	41846	30.8487	2110968
GCF_008632635.1	84	Query length: 250 bp	255815	LexicMap	76467	29.8915	3980230
GCF_018885085.1	84	Query length: 250 bp	262913	LexicMap	80695	30.6927	4095894
GCF_022869705.1	84	Query length: 250 bp	184280	LexicMap	55993	30.3847	2866948
GCF_000005845.2	84	Query length: 250 bp	297804	MMseqs2	196547	65.9988	4641652
GCF_000006765.1	84	Query length: 250 bp	402072	MMseqs2	259878	64.6347	6264404
GCF_000006945.2	84	Query length: 250 bp	318149	MMseqs2	210120	66.0445	4951383
GCF_000013425.1	84	Query length: 250 bp	181458	MMseqs2	121212	66.7989	2821361
GCF_000195955.2	84	Query length: 250 bp	282879	MMseqs2	180759	63.8998	4411532
GCF_000240185.1	84	Query length: 250 bp	364483	MMseqs2	238983	65.5677	5682322
GCF_001457635.1	84	Query length: 250 bp	135649	MMseqs2	90127	66.4413	2110968
GCF_008632635.1	84	Query length: 250 bp	255815	MMseqs2	171146	66.9023	3980230
GCF_018885085.1	84	Query length: 250 bp	262913	MMseqs2	175281	66.6688	4095894
GCF_022869705.1	84	Query length: 250 bp	184280	MMseqs2	124684	67.6601	2866948
GCF_000005845.2	84	Query length: 250 bp	297804	Minimap2	36292	12.1865	4641652
